,100_MIDDLE_aggressive,100_MIDDLE_teamplayer,100_MIDDLE_leader,100_MIDDLE_resilient,100_TOP_aggressive,100_TOP_teamplayer,100_TOP_leader,100_TOP_resilient,100_JUNGLE_aggressive,100_JUNGLE_teamplayer,100_JUNGLE_leader,100_JUNGLE_resilient,100_ADC_aggressive,100_ADC_teamplayer,100_ADC_leader,100_ADC_resilient,100_SUPPORT_aggressive,100_SUPPORT_teamplayer,100_SUPPORT_leader,100_SUPPORT_resilient,200_MIDDLE_aggressive,200_MIDDLE_teamplayer,200_MIDDLE_leader,200_MIDDLE_resilient,200_TOP_aggressive,200_TOP_teamplayer,200_TOP_leader,200_TOP_resilient,200_JUNGLE_aggressive,200_JUNGLE_teamplayer,200_JUNGLE_leader,200_JUNGLE_resilient,200_ADC_aggressive,200_ADC_teamplayer,200_ADC_leader,200_ADC_resilient,200_SUPPORT_aggressive,200_SUPPORT_teamplayer,200_SUPPORT_leader,200_SUPPORT_resilient,win
465,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,0
466,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,True,1
467,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,,,,1
468,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,0
469,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True,0
470,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,,,,,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,1
471,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,1
472,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0
473,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0
474,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,1
475,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,True,True,True,1
476,,,,,True,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,0
477,True,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False,False,True,False,True,True,True,1
478,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,True,True,1
479,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,1
480,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,0
481,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,0
482,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,0
483,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,True,0
484,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,True,True,True,0
485,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1
486,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,True,True,True,0
487,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,0
488,False,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,True,True,True,0
489,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,1
490,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,True,0
491,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True,1
492,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,0
493,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0
494,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0
495,False,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,True,0
496,False,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,True,1
497,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,True,True,False,1
498,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,1
499,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,0
500,False,True,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,1
501,False,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,True,True,1
502,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,False,False,False,False,True,True,True,0
503,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,0
504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,1
505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,0
506,False,False,False,True,True,False,False,True,False,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,0
507,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,0
508,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,True,0
509,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,True,False,False,True,0
510,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,False,True,True,True,True,True,False,True,False,True,0
511,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,True,True,False,True,False,False,False,True,True,False,1
512,True,True,False,True,False,False,False,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,True,0
513,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True,True,0
514,True,True,True,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,0
515,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,1
516,True,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,1
517,True,True,True,True,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,True,True,0
518,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,1
519,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,1
520,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,True,,,,,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,1
521,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1
522,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,True,True,1
523,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,True,True,True,0
524,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,1
525,False,True,True,True,True,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True,False,True,1
526,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,False,False,1
527,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1
528,False,False,False,True,True,False,False,True,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,1
529,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,0
530,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
531,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1
532,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,1
